issn,eissn,scope_status,scope_confidence,scope_source_url,fetched_at
03673057,26179628,blocked,0.0,https://pharmj.org.ua/index.php/journal/aims-and-scope,2026-08-28T23:57:17Z
03706583,21757860,blocked,0.0,http://www.scielo.br/revistas/rod/iinstruc.htm#01,2026-08-28T23:57:21Z
05396115,16651146,official_journal_description,0.35,https://bmhim.com/seccion.php?id=67&scc=informacion-de-la-revista---journal-information,2026-08-28T23:57:19Z
05031583,18491693,official_scope_partial,0.5,http://umjetnostrijeci.ffzg.unizg.hr/?page_id=487&lang=en,2026-08-28T23:57:20Z
04789733,24061557,official_scope_clean,0.9,https://www.putisaobracaj.rs/index.php/PiS/about,2026-08-28T23:57:19Z
,25265792,unavailable,0.0,https://www.e-publicacoes.uerj.br/index.php/emconstrucao/about/editorialPolicies#focusAndScope,2026-08-29T12:17:24Z
00349372,26609541,official_scope_partial,0.5,https://revistas.upsa.es/index.php/derechocanonico/about,2026-08-29T11:30:48Z
14122782,24079103,blocked,0.0,https://jurnal.pnj.ac.id/index.php/politeknologi/f-s,2026-08-28T23:57:19Z
27075788,27085775,unavailable,0.0,https://www.tu.edu.ye/journals/index.php/artsep/Vmgf,2026-08-29T15:58:29Z
,23999667,blocked,0.0,https://www.cilip.org.uk/members/group_content_view.asp?group=201298&id=764614,2026-08-28T23:57:19Z
,18538037,official_scope_clean,0.9,https://journals.openedition.org/corpusarchivos/1337,2026-08-28T23:57:19Z
01259326,23382732,official_scope_clean,0.9,http://www.actamedindones.org/index.php/ijim/about,2026-08-28T23:57:22Z
14141906,19828837,blocked,0.0,http://www.scielo.br/revistas/pg/iinstruc.htm#01,2026-08-28T23:57:23Z
26583445,26868407,metadata_only,0.1,https://e-management.guu.ru/jour/about/editorialPolicies#focusAndScope,2026-08-29T16:51:27Z
15152332,22504184,unavailable,0.0,http://ojsintcom.unicen.edu.ar/index.php/ojs/alcance,2026-08-29T12:17:28Z
26764725,26764733,official_scope_clean,0.9,https://sjme.journals.sharif.edu/journal/aim_scope?lang=en,2026-08-28T23:57:20Z
,26860953,official_journal_description,0.35,http://joseta.faperta.unand.ac.id/index.php/joseta/about/editorialPolicies#focusAndScope,2026-08-29T15:58:08Z
12290076,27339351,official_scope_clean,0.9,https://www.aks.ac.kr/com/cmm/EgovContentView.do?menuNo=2010123200,2026-08-28T23:57:24Z
,27684202,official_scope_clean,0.9,https://ajcombinatorics.org/overview.html,2026-08-28T23:57:21Z
,22692657,official_scope_minor_noise,0.75,https://journals.openedition.org/sdj/341,2026-08-29T12:17:28Z
13118641,28152522,official_scope_partial,0.5,https://www.nevrologiabg.com/journal/index.php/neurology/about,2026-08-28T23:57:22Z
,26767244,official_scope_clean,0.9,https://negareh.shahed.ac.ir:443/journal/aim_scope?lang=en,2026-08-28T23:57:22Z
12723819,19696302,official_journal_description,0.35,https://journals.openedition.org/sillagescritiques/,2026-08-29T12:17:34Z
,26868075,official_journal_description,0.35,https://avpbvniipo.ru/_eng,2026-08-28T23:57:22Z
,19345267,official_scope_clean,0.9,https://ijme-journal.org/index.php/ijme/about,2026-08-28T23:57:22Z
00148261,25448552,official_journal_description,0.35,https://www.ptfarm.pl/wydawnictwa/czasopisma/farmacja-polska,2026-08-29T13:54:37Z
14508109,24060968,official_scope_clean,0.8,https://scindeks.ceon.rs/journalDetails.aspx?issn=1450-8109&lang=en,2026-09-04T17:02:04Z
23362375,18031617,official_journal_description,0.35,https://www.eriesjournal.com/index.php/eries/Call,2026-08-29T11:30:54Z
,21614148,official_scope_clean,0.9,https://journals.newprairiepress.org/ijssw/site/about/,2026-08-29T12:17:38Z
0120386X,,blocked,0.0,https://revistas.udea.edu.co/index.php/fnsp/about,2026-08-28T23:57:23Z
26146371,2407070X,blocked,0.0,https://jurnal.polinema.ac.id/index.php/jip/focus-scope,2026-08-28T23:57:21Z
0870418X,16478614,official_scope_minor_noise,0.75,https://impactum-journals.uc.pt/rppedagogia/about,2026-08-29T12:17:30Z
,25480170,official_scope_clean,0.9,https://dergipark.org.tr/en/pub/mbud/aim-and-scope,2026-08-28T23:57:24Z
28286839,28286677,blocked,0.0,https://ejurnal.ung.ac.id/index.php/lamahu/about/editorialPolicies#focusAndScope,2026-08-28T23:57:21Z
,26225441,official_scope_clean,0.9,https://ejournal.iainpalopo.ac.id/index.php/ITJ/FocusandScope,2026-08-29T12:17:47Z
00031062,23279788,official_scope_clean,0.8,https://journals.ashs.org/jashs/view/journals/jashs/jashs-overview.xml,2026-09-04T17:02:04Z
,24498297,official_scope_clean,0.9,https://journals.umcs.pl/zcm/about/editorialPolicies,2026-08-28T23:57:25Z
,20356803,unavailable,0.0,http://drna.padovauniversitypress.it/aims-and-scope,2026-08-29T11:30:49Z
26367734,26676974,unavailable,0.0,https://iupress.istanbul.edu.tr/en/journal/mecmua/information/aim-and-scope,2026-08-29T12:17:32Z
25370154,25370162,blocked,0.0,https://press.ierek.com/index.php/archive/aimsandscope,2026-08-28T23:57:23Z
13075020,27176916,unavailable,0.0,https://iupress.istanbul.edu.tr/en/journal/jos/information/aim-and-scope,2026-08-29T12:17:32Z
23570849,23570857,blocked,0.0,https://press.ierek.com/index.php/ESSD/FocusandScope,2026-08-28T23:57:25Z
24761818,24761826,official_scope_clean,0.9,https://ejournals.bc.edu/index.php/dianoia/about,2026-08-28T23:57:25Z
,27177254,official_scope_clean,0.9,https://cjas.kapadokya.edu.tr/index.php/cjas/journalSummary,2026-08-28T23:57:26Z
21835799,21835705,official_scope_clean,0.9,https://revistas.rcaap.pt/juridica/about,2026-08-28T23:57:26Z
,2458827X,unavailable,0.0,http://www.uygurarastirmalari.com/en/dergi-hakkinda/,2026-08-29T12:17:34Z
,23180188,unavailable,0.0,https://periodicos.ufpa.br/index.php/agroecossistemas/about/editorialPolicies#focusAndScope,2026-08-29T12:17:37Z
10334505,22024824,metadata_only,0.0,https://blr.scholasticahq.com/about,2026-08-29T12:17:36Z
22518657,22518665,official_scope_clean,0.9,https://toc.ui.ac.ir/journal/aim_scope,2026-08-29T11:31:03Z
,2658381X,official_scope_clean,0.9,https://rrpharmacology.ru/index.php/journal/focus_and_scope,2026-08-28T23:57:27Z
,24121908,official_scope_clean,0.9,https://journal.asu.ru/biol/scope,2026-08-28T23:57:27Z
15027759,18941036,official_journal_description,0.35,https://journals.hioa.no/index.php/ungdomsforskning/about/editorialPolicies#focusAndScope,2026-08-29T12:17:40Z
,29544076,unavailable,0.0,http://revistas.filos.unam.mx/index.php/nuevaspoligrafias/about-the-journal,2026-08-29T12:17:39Z
1016913X,22233741,official_scope_clean,0.9,https://revistas.pucp.edu.pe/index.php/arete/about,2026-08-28T23:57:28Z
,23139277,official_scope_partial,0.5,https://www.saiehe.org.ar/anuario/revista/about,2026-08-29T12:17:38Z
,25495585,official_scope_clean,0.9,https://e-journal.hamzanwadi.ac.id/index.php/fhs/focus,2026-08-29T15:59:02Z
,25452835,official_scope_minor_noise,0.75,https://reference-global.com:443/journal/TAR?tab=-aims-scope,2026-08-28T23:57:28Z
2588722X,25887238,official_scope_clean,0.9,http://sjh.umsha.ac.ir/page/14/Aims-YW_AND--Scopes,2026-08-28T23:57:28Z
,25743430,blocked,0.0,https://jps.library.utoronto.ca/index.php/ijidi/about,2026-08-28T23:57:26Z
,26948133,official_journal_description,0.35,http://emejournal.upol.cz/about.php,2026-08-29T12:17:44Z
,27076342,blocked,0.0,https://journals.cihanuniversity.edu.iq/index.php/cuejhss/about,2026-08-28T23:57:26Z
00666890,,unavailable,0.0,http://ak.inp.pan.pl/index.php/ak/about,2026-08-29T11:30:49Z
,23346477,blocked,0.0,https://scindeks.ceon.rs/Portrait.aspx?issn=2334-6477&lang=en,2026-08-28T23:57:26Z
,23590424,unavailable,0.0,http://www.e-publicacoes.uerj.br/index.php/sustinere/about/editorialPolicies#focusAndScope,2026-08-29T12:17:37Z
12242284,23926031,official_scope_clean,0.9,http://saa.uaic.ro/about-the-journal/editorial-policies/,2026-08-28T23:57:31Z
08203946,14882329,blocked,0.0,https://www.cmaj.ca/submission-guidelines,2026-08-28T23:57:29Z
24145629,24145602,official_journal_description,0.35,https://eajse.tiu.edu.iq/,2026-08-29T12:17:40Z
,19841655,unavailable,0.0,http://www2.marilia.unesp.br/revistas/index.php/scheme/about,2026-08-29T12:18:01Z
,22816658,official_scope_clean,0.9,https://ojs.unito.it/index.php/COSMO/about,2026-08-29T00:57:02Z
18572049,25376152,blocked,0.0,https://ethnology.ich.md/about-journal,2026-08-28T23:57:27Z
22204490,24141321,official_journal_description,0.35,https://revistas.pucp.edu.pe/index.php/lacolmena/about,2026-08-29T12:17:38Z
,22553401,blocked,0.0,https://revistas.uca.es/index.php/cayp/about,2026-08-28T23:57:30Z
25188496,2518850X,blocked,0.0,https://journal.kiu.edu.pk/index.php/JMAR/about,2026-08-28T23:57:28Z
20085362,22520910,official_scope_clean,0.9,https://gep.ui.ac.ir/journal/aim_scope?lang=en,2026-08-28T23:57:31Z
23833211,25884239,official_scope_clean,0.9,https://jehe.abzums.ac.ir/page/14/Aims--YW_AND--Scope,2026-08-29T12:17:43Z
2087135X,24078654,official_journal_description,0.35,http://journal.uinjkt.ac.id/index.php/iqtishad/pages/view/Focus%20and%20Scope,2026-08-29T12:17:46Z
22161473,23575239,unavailable,0.0,https://investigiumire.unicesmag.edu.co/index.php/ire/about,2026-08-29T12:17:43Z
19966741,20714602,official_scope_clean,0.9,https://www.journals.ac.za/index.php/SAHJ/about,2026-08-28T23:57:35Z
,23441232,official_scope_clean,0.9,http://cmss.univnt.ro/aims-and-scope/,2026-08-29T00:57:00Z
23554673,26213710,unavailable,0.0,https://jurnal.unej.ac.id/index.php/eJLH/Policies#AFS,2026-08-29T13:54:45Z
23899786,28055853,official_scope_clean,0.9,https://revistaendocrino.org/index.php/rcedm/about,2026-08-29T12:17:51Z
26171678,26175703,official_scope_clean,0.9,https://nzpr.ukma.edu.ua/about,2026-08-28T23:57:32Z
,23536969,unavailable,0.0,http://explorations.uni.opole.pl/journal-description/,2026-08-29T12:17:41Z
20676530,25020374,blocked,0.0,https://medichub.ro/upload/files/aims_orl_1019.pdf,2026-08-28T23:57:30Z
23112697,25234870,official_scope_clean,0.9,https://apultp.knu.ua/APULTP/uk/aims-and-scope,2026-08-28T23:57:33Z
,22373756,official_scope_clean,0.9,https://revistas.unasp.edu.br/LifestyleJournal/about,2026-08-28T23:57:33Z
,22102671,official_scope_clean,0.8,http://www.erasmuslawreview.nl,2026-09-04T17:02:04Z
,19826486,official_scope_clean,0.9,https://revistas.usp.br/rco/pt_BR/about,2026-08-28T23:57:35Z
20795696,20795831,unavailable,0.0,http://gynecology.orscience.ru/en/aims/,2026-08-29T13:54:45Z
24689785,24689807,official_scope_clean,0.9,https://revistas.ubp.edu.ar/index.php/revista-ciencias-empresariales/about,2026-08-28T23:57:34Z
2588428X,26457172,official_journal_description,0.35,http://www.dfsr.ir/journal/aim_scope?lang=en,2026-08-29T16:51:36Z
,27049795,metadata_only,0.0,https://www.tabedizioni.it/web/content/19684,2026-08-29T11:30:51Z
24234621,,official_scope_clean,0.9,https://smsnds.sndu.ac.ir/journal/aim_scope,2026-08-29T12:17:44Z
,23006250,official_scope_clean,0.8,https://czasopisma.filologia.uwb.edu.pl/index.php/c/index,2026-09-04T17:02:04Z
,25045210,official_journal_description,0.35,https://www.journals-dfa.supsi.ch/index.php/rivistaddm/presentazione,2026-08-29T12:17:50Z
12121975,18059325,official_scope_clean,0.9,https://cjgpb.agriculturejournals.cz/,2026-08-28T23:57:34Z
18996256,,unavailable,0.0,http://rie.amu.edu.pl/?lang=en,2026-08-29T12:17:48Z
26179393,26179407,unavailable,0.0,https://unissa.edu.bn/journal/index.php/ijus,2026-08-29T12:17:48Z
2543604X,22991247,metadata_only,0.1,https://www.jhpor.com/,2026-08-29T11:30:49Z
0139570X,18059295,official_scope_clean,0.9,https://agricecon.agriculturejournals.cz/,2026-08-28T23:57:35Z
25442929,25444093,unavailable,0.0,https://www.journals.us.edu.pl/index.php/wss/about,2026-08-29T12:17:44Z
1000758X,,official_journal_description,0.35,https://journal26.magtechjournal.com/kjkxjs/EN/column/column1.shtml,2026-08-29T11:30:51Z
,25886959,blocked,0.0,http://www.jcepm.com/journal/aim_scope,2026-08-28T23:57:34Z
00442585,18659748,blocked,0.0,https://www.duncker-humblot.de/en/zeitschrift/zeitschrift-fuer-die-gesamte-versicherungswissenschaft-zverswiss-28,2026-08-28T23:57:34Z
26571153,26571862,official_scope_clean,0.9,https://jurnal.iainponorogo.ac.id/index.php/elbarka/Focus,2026-08-29T12:18:00Z
05502179,24061255,blocked,0.0,http://scindeks.ceon.rs/Portrait.aspx?issn=0550-2179,2026-08-28T23:57:34Z
,27225097,blocked,0.0,https://e-journal.undikma.ac.id/index.php/jpu/about/editorialPolicies#focusAndScope,2026-08-28T23:57:34Z
,20956215,official_journal_description,0.35,https://www.sciopen.com/journal/join_journal/about_journal?id=1810149294156099586&issn=2095-6215,2026-08-28T23:57:38Z
24071897,24071927,official_scope_clean,0.9,https://journal.uinsgd.ac.id/index.php/ak/about,2026-08-28T23:57:39Z
22174478,22174605,official_scope_clean,0.9,http://journal.pmf.ni.ac.rs/bionys/index.php/bionys/about/editorialPolicies,2026-08-28T23:57:37Z
,23078162,metadata_only,0.0,http://injoit.org/index.php/j1/about/editorialPolicies#focusAndScope,2026-08-29T12:18:43Z
15076563,23918020,official_journal_description,0.35,https://edukacjaustawicznadoroslych.eu/index.php/en/about-the-journal,2026-08-29T12:17:50Z
,20110731,metadata_only,0.1,https://revistas.unimilitar.edu.co/index.php/ravi/about,2026-08-29T16:51:31Z
03252221,18521479,official_scope_clean,0.9,https://revistas.unlp.edu.ar/relaciones/about,2026-08-28T23:57:37Z
,20725981,metadata_only,0.0,http://mrsej.kpfu.ru,2026-08-29T11:30:52Z
25445014,27193659,official_journal_description,0.35,https://czasopisma.uksw.edu.pl/index.php/an/about,2026-08-28T23:57:40Z
26166461,26166291,official_scope_clean,0.9,https://www.jfjmu.com/index.php/ojs/aims-scope,2026-08-29T13:54:54Z
,24474096,official_scope_clean,0.9,https://revistas.ufpr.br/guaju/about,2026-08-29T12:17:55Z
,30796067,official_scope_partial,0.5,https://iagpforum.emnuvens.com.br/revista/about,2026-08-29T12:17:51Z
17265487,27896366,unavailable,0.0,http://journal.damascusuniversity.edu.sy/index.php/basj/about,2026-08-29T15:58:22Z
,22454373,official_scope_clean,0.9,https://tidsskrift.dk/bras/about,2026-08-28T23:57:39Z
,26698625,official_scope_partial,0.5,https://musiikki.journal.fi/about,2026-08-29T12:17:53Z
12299901,29828406,official_scope_clean,0.9,https://www.kjnmt.org/about/aims-scope/,2026-08-28T23:57:41Z
27223167,27223205,blocked,0.0,https://jap.ub.ac.id/index.php/jap/about/editorialPolicies#focusAndScope,2026-08-28T23:57:38Z
,22886168,metadata_only,0.0,https://www.ajpor.org/about,2026-08-29T13:54:50Z
07177798,07186924,official_scope_partial,0.5,http://www.psicoperspectivas.cl/index.php/psicoperspectivas/about/editorialPolicies#peerReviewProcess,2026-08-29T11:30:55Z
27987183,27986705,unavailable,0.0,https://jurnal-jkn.bpjs-kesehatan.go.id/index.php/jjkn/focusandscope,2026-08-29T12:18:33Z
08169020,1443833X,official_scope_clean,0.9,http://journal.acce.edu.au/index.php/AEC/about,2026-08-28T23:57:46Z
20862334,24424218,blocked,0.0,https://journal.unnes.ac.id/journals/kreano/scope,2026-08-28T23:57:38Z
11397241,23402784,official_scope_minor_noise,0.75,http://www.revistaiberica.org/index.php/iberica/about,2026-08-28T23:57:41Z
,27132749,metadata_only,0.1,https://lida.hse.ru/about,2026-08-29T16:51:31Z
27071634,27071642,official_scope_clean,0.9,https://revistascientificas.una.py/index.php/nemityra/about,2026-08-28T23:57:41Z
,27638677,official_scope_partial,0.5,https://periodicos.feevale.br/seer/index.php/braziliancreativeindustries/about,2026-08-29T12:17:52Z
15099415,20840373,official_scope_clean,0.8,https://www.dmgaa.uz.zgora.pl,2026-09-04T17:02:04Z
23079150,,unavailable,0.0,https://izvuz_est_eng.pnzgu.ru/page/12882,2026-08-29T12:17:54Z
,2715968X,metadata_only,0.0,https://journal.uinsgd.ac.id/index.php/kp/about/editorialPolicies#focusAndScope,2026-08-29T15:58:08Z
07185480,07187378,official_scope_clean,0.9,https://revistainclusiva.ucentral.cl/revistainclusiva/about,2026-08-28T23:57:42Z
,26060442,official_scope_clean,0.9,https://revues.polen.uca.fr/index.php/Signifiances/fr_CA/about,2026-08-28T23:57:42Z
1225665X,22341668,metadata_only,0.1,http://www.stressresearch.or.kr/authors/sub01.html,2026-08-29T17:25:56Z
1229988X,27136647,blocked,0.0,https://www.emeraldgrouppublishing.com/journal/jdqs#aims-and-scope,2026-08-28T23:57:40Z
27146219,26148315,blocked,0.0,https://journal.uir.ac.id/index.php/REM/focus,2026-08-28T23:57:40Z
,28047699,official_scope_clean,0.8,https://www.stet-review.org/,2026-09-04T17:02:04Z
,21480737,official_scope_clean,0.9,https://dergipark.org.tr/en/pub/jobs/aim-and-scope,2026-08-28T23:57:41Z
03298213,24690732,blocked,0.0,https://historiaregional.org/ojs/index.php/historiaregional/about,2026-08-28T23:57:41Z
21486646,26023911,unavailable,0.0,https://iupress.istanbul.edu.tr/en/journal/jplc/information/aim-and-scope,2026-08-29T12:17:54Z
,21831912,metadata_only,0.0,https://www.jsod-cieo.net/journal-tsw/index.php/jtsw/navigationMenu/view/aims-and-scope,2026-08-29T12:17:57Z
21499845,26367807,official_scope_clean,0.9,https://dergipark.org.tr/en/pub/tudear/aim-and-scope,2026-08-28T23:57:44Z
13313010,18487734,official_journal_description,0.35,http://hrcak.srce.hr/hrzri?lang=en,2026-08-28T23:57:49Z
25449427,20832923,official_scope_clean,0.9,https://ojs.ahe.lodz.pl/index.php/kultura_i_wychowanie/index,2026-08-29T16:51:35Z
13920359,23450061,official_scope_clean,0.9,https://www.journals.vu.lt/psichologija/en/about,2026-08-28T23:57:44Z
28126211,2812622X,unavailable,0.0,https://erurj.journals.ekb.eg/journal/aim_scope,2026-08-29T12:18:10Z
27638839,27637867,unavailable,0.0,https://suprema.stf.jus.br/index.php/suprema/foco,2026-08-29T12:18:02Z
,23188413,official_scope_partial,0.5,https://seer.uftm.edu.br/revistaeletronica/index.php/refacs/about,2026-08-29T12:18:03Z
2302996X,25802313,blocked,0.0,https://journal2.um.ac.id/index.php/jpp/pages/view/focusandscope,2026-08-28T23:57:44Z
18414737,20697430,metadata_only,0.0,https://www.proligno.ro/en/aboutus.htm,2026-08-29T12:18:06Z
,2307700X,official_scope_clean,0.9,https://europeanjournalofhumour.org/ejhr/about,2026-08-28T23:57:45Z
,21483582,unavailable,0.0,https://iupress.istanbul.edu.tr/en/journal/art-sanat/information/aim-scope,2026-08-29T11:30:52Z
,2368738X,official_scope_clean,0.9,https://www.canada.ca/en/public-health/services/reports-publications/health-promotion-chronic-disease-prevention-canada-research-policy-practice/information-authors.html,2026-08-28T23:57:49Z
,26023563,unavailable,0.0,https://iupress.istanbul.edu.tr/en/journal/acin/information/aim-scope,2026-08-29T12:18:00Z
,30235979,official_scope_clean,0.9,https://akademikanaliz.com.tr/dergi/amac-ve-kapsam,2026-08-28T23:57:46Z
,16674545,blocked,0.0,https://revistas.unc.edu.ar/index.php/revaluar/about,2026-08-28T23:57:44Z
,24750913,metadata_only,0.1,https://www.psupress.org/Journals/jnls_JAAH.html,2026-08-29T11:30:55Z
,30605954,official_scope_clean,0.9,https://japp.uk.ac.ir/journal/aim_scope,2026-08-28T23:57:47Z
,20132247,unavailable,0.0,https://www.edicions.ub.edu/revistes/dialectologia/presentation.asp,2026-08-29T11:30:56Z
26306158,26512823,unavailable,0.0,http://eor.istanbul.edu.tr/en/content/about/focus-&-scope,2026-08-29T11:30:55Z
,26024837,unavailable,0.0,https://iupress.istanbul.edu.tr/en/journal/tr-ent/information/aim-and-scope,2026-08-29T11:30:54Z
26572370,26572389,blocked,0.0,https://jurnal.unimus.ac.id/index.php/MedArt/about/editorialPolicies#focusAndScope,2026-08-28T23:57:46Z
13033123,,unavailable,0.0,https://iupress.istanbul.edu.tr/en/journal/oba/information/aim-and-scope,2026-08-29T11:30:54Z
18957595,23918071,official_scope_partial,0.5,"http://jmacheng.not.pl/About-the-journal,3997.html",2026-08-28T23:57:47Z
00096784,23143738,official_scope_partial,0.5,https://revistas.unlp.edu.ar/CADM/about,2026-08-28T23:57:45Z
,20818971,official_scope_clean,0.9,https://czasopisma.uksw.edu.pl/index.php/kmt/about,2026-08-28T23:57:48Z
27981797,27980642,official_scope_clean,0.9,https://e-journal.stttransformasi-indonesia.ac.id/index.php/teleios/pages/view/focusandscope,2026-08-28T23:57:50Z
01045962,22382097,official_scope_partial,0.5,https://periodicoscientificos.ufmt.br/ojs/index.php/educacaopublica/about,2026-08-29T12:18:03Z
,23139676,official_scope_clean,0.9,http://fh.mdp.edu.ar/revistas/index.php/etl/about/editorialPolicies,2026-08-28T23:57:49Z
,25433717,blocked,0.0,https://www.ijeca.info/index.php/IJECA/about/editorialPolicies#peerReviewProcess,2026-08-28T23:57:46Z
,07195885,official_journal_description,0.35,https://pedagogiaderecho.uchile.cl/index.php/RPUD/about,2026-08-29T11:30:57Z
20745362,25229702,blocked,0.0,https://eurodev.duan.edu.ua/index.php/en/,2026-08-28T23:57:46Z
,26363577,unavailable,0.0,https://jocc.journals.ekb.eg/journal/aim_scope,2026-08-29T12:18:18Z
00040622,23095806,blocked,0.0,https://www.alanrevista.org/nosotros/,2026-08-28T23:57:46Z
26824310,26824078,unavailable,0.0,https://arabsti.journals.ekb.eg/journal/aim_scope,2026-08-29T12:18:20Z
,27645290,unavailable,0.0,https://biometria.ufla.br/index.php/BBJ/index,2026-08-29T11:31:01Z
11106158,27354989,unavailable,0.0,https://ejaj.journals.ekb.eg/journal/aim_scope,2026-08-29T15:58:22Z
,18520006,blocked,0.0,https://revistas.uncu.edu.ar/ojs3/index.php/proyeccion/enfoqueyalcancedelarevista,2026-08-28T23:57:51Z
23697393,23697407,metadata_only,0.0,http://growingscience.com/ac/ac.html,2026-08-29T12:18:02Z
20728042,,official_scope_partial,0.5,https://journal.vavt.ru/rfej/about,2026-08-29T12:18:07Z
16965043,19897413,official_scope_clean,0.9,https://ccd.ucam.edu/index.php/revista/about,2026-08-28T23:57:54Z
,18909515,official_scope_minor_noise,0.75,https://journals.oslomet.no/index.php/formakademisk/about,2026-08-28T23:57:50Z
01046276,18070191,official_scope_clean,0.9,https://www.scielo.br/journal/op/about/,2026-08-28T23:57:49Z
,21511896,unavailable,0.0,http://www.urbanauapp.org/about-the-journal/,2026-08-29T12:18:07Z
,21525250,official_scope_clean,0.8,http://www.aginganddisease.org/,2026-09-04T17:02:04Z
,21502668,official_scope_clean,0.8,https://jefc.scholasticahq.com/,2026-09-04T17:02:04Z
